Motif	Factor	Evidence	Curated
M00164_2.00	zgc:194189	PBM	N
M00164_2.00	foxl2	PBM	N
M00164_2.00	foxi3a	PBM	N
M00164_2.00	foxd2	PBM	N
M00164_2.00	foxl1	PBM	N
M00164_2.00	foxe3	PBM	N
M00164_2.00	foxg1b	PBM	N
M00164_2.00	foxg1c	PBM	N
M00164_2.00	FOXL2	PBM	N
M00164_2.00	foxi2	PBM	N
M00164_2.00	foxg1d	PBM	N
M00164_2.00	foxf2b	PBM	N
M00164_2.00	foxi3b	PBM	N
M00164_2.00	foxd1	PBM	N
M00164_2.00	foxg1a	PBM	N
M00164_2.00	foxe1	PBM	N
M00164_2.00	zgc:162612	PBM	N
M00164_2.00	foxd3	PBM	N
M00164_2.00	si:dkey-7e14.3	PBM	N
M00164_2.00	foxf2a	PBM	N
M00164_2.00	foxf1	PBM	N
M00164_2.00	foxa	PBM	N
M00164_2.00	foxc1b	PBM	N
M00164_2.00	foxp1a	PBM	N
M00165_2.00	gata2b	PBM	N
M00165_2.00	gata6	PBM	N
M00165_2.00	gata1a	PBM	N
M00165_2.00	gata2a	PBM	N
M00165_2.00	gata4	PBM	N
M00165_2.00	gata5	PBM	N
M00165_2.00	gata3	PBM	N
M00165_2.00	gata1b	PBM	N
M00166_2.00	gata1a	PBM	N
M00166_2.00	gata1b	PBM	N
M00166_2.00	gata3	PBM	N
M00166_2.00	gata2b	PBM	N
M00166_2.00	gata4	PBM	N
M00166_2.00	gata6	PBM	N
M00166_2.00	gata5	PBM	N
M00166_2.00	gata2a	PBM	N
M00167_2.00	gata1b	PBM	N
M00167_2.00	gata6	PBM	N
M00167_2.00	gata1a	PBM	N
M00167_2.00	gata3	PBM	N
M00167_2.00	gata4	PBM	N
M00167_2.00	gata2b	PBM	N
M00167_2.00	gata5	PBM	N
M00167_2.00	gata2a	PBM	N
M00168_2.00	gcm2	PBM	N
M00169_2.00	six3b	PBM	N
M00169_2.00	six6b	PBM	N
M00169_2.00	six6a	PBM	N
M00169_2.00	six3a	PBM	N
M00169_2.00	six7	PBM	N
M00170_2.00	nkx3-1	PBM	N
